a|/ə/
parboil|/ˈpɑːbɔɪl/
parcel|/ˈpɑːsl/
parch|/pɑːtʃ/
parched|/pɑːtʃt/
parchment|/ˈpɑːtʃmənt/
pardner|/ˈpɑːdnə(r)/
pardon|/ˈpɑːdn/
pardonable|/ˈpɑːdnəbl/
pare|/peə(r)/
parent|/ˈpeərənt/
parentage|/ˈpeərəntɪdʒ/
parental|/pəˈrentl/
parenthesis|/pəˈrenθəsɪs/
parenthetical|/ˌpærənˈθetɪkl/
parenthetically|/ˌpærənˈθetɪkli/
parenthood|/ˈpeərənthʊd/
parenting|/ˈpeərəntɪŋ/
parfait|/ˈpɑːfeɪ/
pariah|/pəˈraɪə/
parings|/ˈpeərɪŋz/
parish|/ˈpærɪʃ/
parishioner|/pəˈrɪʃənə(r)/
parity|/ˈpærəti/
park|/pɑːk/
parka|/ˈpɑːkə/
parky|/ˈpɑːki/
parkin|/ˈpɑːkɪn/
parking|/ˈpɑːkɪŋ/
parkland|/ˈpɑːklænd/
parkway|/ˈpɑːkweɪ/
parlance|/ˈpɑːləns/
parlando|/pɑːˈlændəʊ/
parley|/ˈpɑːli/
parliament|/ˈpɑːləmənt/
parliamentary|/ˌpɑːləˈmentri/
parliamentarian|/ˌpɑːləmənˈteəriən/
parlour|/ˈpɑːlə(r)/
parlous|/ˈpɑːləs/
parmesan|/ˈpɑːməzæn/
parochial|/pəˈrəʊkiəl/
parochialism|/pəˈrəʊkiəlɪzəm/
parody|/ˈpærədi/
parodist|/ˈpærədɪst/
parole|/pəˈrəʊl/
paroxysm|/ˈpærəksɪzəm/
parquet|/ˈpɑːkeɪ/
parry|/ˈpæri/
parricide|/ˈpærɪsaɪd/
parrot|/ˈpærət/
parse|/pɑːz/
parsee|/ˌpɑːˈsiː/
parsimony|/ˈpɑːsɪməni/
parsimonious|/ˌpɑːsɪˈməʊniəs/
parsimoniously|/ˌpɑːsɪˈməʊniəsli/
parsley|/ˈpɑːsli/
parsnip|/ˈpɑːsnɪp/
parson|/ˈpɑːsn/
parsonage|/ˈpɑːsənɪdʒ/
part|/pɑːt/
partake|/pɑːˈteɪk/
parterre|/pɑːˈteə(r)/
parthenogenesis|/ˌpɑːθənəʊˈdʒenɪsɪs/
parthenogenetic|/ˌpɑːθənəʊdʒəˈnetɪk/
parthenogenetically|/ˌpɑːθənəʊdʒəˈnetɪkli/
party|/ˈpɑːti/
partial|/ˈpɑːʃl/
partiality|/ˌpɑːʃiˈæləti/
partially|/ˈpɑːʃəli/
participant|/pɑːˈtɪsɪpənt/
participate|/pɑːˈtɪsɪpeɪt/
participation|/pɑːˌtɪsɪˈpeɪʃn/
participatory|/pɑːˌtɪsɪˈpeɪtəri/
participial|/ˌpɑːtɪˈsɪpiəl/
participle|/pɑːˈtɪsɪpl/
particle|/ˈpɑːtɪkl/
particular|/pəˈtɪkjələ(r)/
particularity|/pəˌtɪkjəˈlærəti/
particularize|/pəˈtɪkjələraɪz/
particularly|/pəˈtɪkjələli/
particulate|/pɑːˈtɪkjələt/
parting|/ˈpɑːtɪŋ/
partisan|/ˈpɑːtɪzæn/
partisanship|/ˈpɑːtɪzænʃɪp/
partition|/pɑːˈtɪʃn/
partitive|/ˈpɑːtətɪv/
partly|/ˈpɑːtli/
partner|/ˈpɑːtnə(r)/
partnership|/ˈpɑːtnəʃɪp/
partridge|/ˈpɑːtrɪdʒ/
parturition|/ˌpɑːtʃəˈrɪʃn/
parvenu|/ˈpɑːvənjuː/
pascal|/ˈpæskl/
paschal|/ˈpɑːskl/
pashmina|/pæʃˈmiːnə/
pashto|/ˈpæʃtəʊ/
pass|/pɑːs/
passable|/ˈpɑːsəbl/
passably|/ˈpɑːsəbli/
passage|/ˈpæsɪdʒ/
passbook|/ˈpɑːsbʊk/
passe|/ˈpæseɪ/
passenger|/ˈpæsɪndʒə(r)/
passim|/ˈpæsɪm/
passing|/ˈpɑːsɪŋ/
passion|/ˈpæʃn/
passionate|/ˈpæʃənət/
passionately|/ˈpæʃənətli/
passionless|/ˈpæʃnləs/
passions|/ˈpæʃnz/
passiontide|/ˈpæʃntaɪd/
passive|/ˈpæsɪv/
passively|/ˈpæsɪvli/
passivity|/pæˈsɪvəti/
passover|/ˈpɑːsəʊvə(r)/
passport|/ˈpɑːspɔːt/
password|/ˈpɑːswɜːd/
past|/pɑːst/
pasta|/ˈpæstə/
paste|/peɪst/
pasteboard|/ˈpeɪstbɔːd/
pastel|/ˈpæstl/
pastern|/ˈpæstən/
pasteurization|/ˌpɑːstʃəraɪˈzeɪʃn/
pasteurize|/ˈpɑːstʃəraɪz/
pasty|/ˈpæsti/
pastiche|/pæˈstiːʃ/
pastille|/ˈpæstəl/
pastime|/ˈpɑːstaɪm/
pasting|/ˈpeɪstɪŋ/
pastis|/pæˈstiːs/
pastor|/ˈpɑːstə(r)/
pastoral|/ˈpɑːstərəl/
pastoralism|/ˈpɑːstərəlɪzəm/
pastoralist|/ˈpɑːstərəlɪst/
pastrami|/pəˈstrɑːmi/
pastry|/ˈpeɪstri/
pasturage|/ˈpɑːstʃərɪdʒ/
pasture|/ˈpɑːstʃə(r)/
pastureland|/ˈpɑːstʃəlænd/
pat|/pæt/
patch|/pætʃ/
patchy|/ˈpætʃi/
patchily|/ˈpætʃəli/
patchiness|/ˈpætʃinəs/
patchouli|/pəˈtʃuːli/
patchwork|/ˈpætʃwɜːk/
pate|/peɪt/
patella|/pəˈtelə/
patent|/ˈpætnt/
patentee|/ˌpætnˈtiː/
patently|/ˈpeɪtntli/
pater|/ˈpeɪtə(r)/
paterfamilias|/ˌpeɪtəfəˈmɪliæs/
paternal|/pəˈtɜːnl/
paternalism|/pəˈtɜːnəlɪzəm/
paternalistic|/pəˌtɜːnəˈlɪstɪk/
paternally|/pəˈtɜːnəli/
paternity|/pəˈtɜːnəti/
path|/pɑːθ/
pathetic|/pəˈθetɪk/
pathetically|/pəˈθetɪkli/
pathfinder|/ˈpɑːθfaɪndə(r)/
pathogen|/ˈpæθədʒən/
pathogenesis|/ˌpæθəˈdʒenɪsɪs/
pathogenic|/ˌpæθəˈdʒenɪk/
pathology|/pəˈθɒlədʒi/
pathological|/ˌpæθəˈlɒdʒɪkl/
pathologically|/ˌpæθəˈlɒdʒɪkli/
pathologist|/pəˈθɒlədʒɪst/
pathos|/ˈpeɪθɒs/
pathway|/ˈpɑːθweɪ/
patience|/ˈpeɪʃns/
patient|/ˈpeɪʃnt/
patiently|/ˈpeɪʃntli/
patina|/ˈpætɪnə/
patination|/ˌpætɪˈneɪʃn/
patio|/ˈpætiəʊ/
patisserie|/pəˈtiːsəri/
patois|/ˈpætwɑː/
patriarch|/ˈpeɪtriɑːk/
patriarchal|/ˌpeɪtriˈɑːkl/
patriarchate|/ˈpeɪtriɑːkət/
patriarchy|/ˈpeɪtriɑːki/
patricia|/pəˈtrɪʃə/
patrician|/pəˈtrɪʃn/
patricide|/ˈpætrɪsaɪd/
patrick|/ˌpætrɪk ˈhenri/
patrilineal|/ˌpætrɪˈlɪniəl/
patrimony|/ˈpætrɪməni/
patriot|/ˈpætriət/
patriotic|/ˌpætriˈɒtɪk/
patriotically|/ˌpætriˈɒtɪkli/
patriotism|/ˈpætriətɪzəm/
patrol|/pəˈtrəʊl/
patrolman|/pəˈtrəʊlmən/
patrolwoman|/pəˈtrəʊlwʊmən/
patron|/ˈpeɪtrən/
patronage|/ˈpætrənɪdʒ/
patroness|/ˌpeɪtrəˈnes/
patronymic|/ˌpætrəˈnɪmɪk/
patronize|/ˈpætrənaɪz/
patronizing|/ˈpætrənaɪzɪŋ/
patronizingly|/ˈpætrənaɪzɪŋli/
patsy|/ˌpætsi ˈklaɪn/
patta|/ˈpʌtə/
patter|/ˈpætə(r)/
pattern|/ˈpætn/
patterned|/ˈpætənd/
patterning|/ˈpætənɪŋ/
patty|/ˈpæti/
patwari|/pʌtˈwɑːri/
paucity|/ˈpɔːsəti/
paul|/ˌpɔːl ˈbʌnjən/
paula|/ˈpɔːlə/
pauline|/ˈpɔːliːn/
paunch|/pɔːntʃ/
paunchy|/ˈpɔːntʃi/
pauper|/ˈpɔːpə(r)/
pause|/pɔːz/
pavane|/pəˈvæn/
pave|/peɪv/
pavement|/ˈpeɪvmənt/
pavilion|/pəˈvɪliən/
paving|/ˈpeɪvɪŋ/
pavlovian|/pævˈləʊviən/
paw|/pɔː/
pawn|/pɔːn/
pawnbroker|/ˈpɔːnbrəʊkə(r)/
pawnee|/pɔːˈniː/
pawnshop|/ˈpɔːnʃɒp/
pawpaw|/ˈpɔːpɔː/
pc|/ˌpiː ˈsiː/
pct|NA
pe|/ˌpiː ˈiː/
pea|/piː/
peace|/piːs/
peaceable|/ˈpiːsəbl/
peaceably|/ˈpiːsəbli/
peaceful|/ˈpiːsfl/
peacefully|/ˈpiːsfəli/
peacefulness|/ˈpiːsflnəs/
peacekeeper|/ˈpiːskiːpə(r)/
peacekeeping|/ˈpiːskiːpɪŋ/
peacemaker|/ˈpiːsmeɪkə(r)/
peacenik|/ˈpiːsnɪk/
peacetime|/ˈpiːstaɪm/
peach|/piːtʃ/
peachy|/ˈpiːtʃi/
peacock|/ˈpiːkɒk/
peafowl|/ˈpiːfaʊl/
peahen|/ˈpiːhen/
peak|/piːk/
peaked|/piːkt/
peaky|/ˈpiːki/
peal|/piːl/
peanut|/ˈpiːnʌt/
peanuts|/ˈpiːnʌts/
pear|/peə(r)/
pearl|/pɜːl/
pearly|/ˈpɜːli/
peasant|/ˈpeznt/
peasantry|/ˈpezntri/
peat|/piːt/
peaty|/ˈpiːti/
pebble|/ˈpebl/
pebbly|/ˈpebli/
pecan|/ˈpiːkən/
peccadillo|/ˌpekəˈdɪləʊ/
peccary|/ˈpekəri/
peck|/pek/
pecker|/ˈpekə(r)/
peckish|/ˈpekɪʃ/
pectin|/ˈpektɪn/
pectoral|/ˈpektərəl/
peculiar|/pɪˈkjuːliə(r)/
peculiarity|/pɪˌkjuːliˈærəti/
peculiarly|/pɪˈkjuːliəli/
pecuniary|/pɪˈkjuːniəri/
ped|/piːd/
pedagogy|/ˈpedəɡɒdʒi/
pedagogic|/ˌpedəˈɡɒdʒɪk/
pedagogically|/ˌpedəˈɡɒdʒɪkli/
pedagogue|/ˈpedəɡɒɡ/
pedal|/ˈpedl/
pedalo|/ˈpedələʊ/
pedant|/ˈpednt/
pedantic|/pɪˈdæntɪk/
pedantically|/pɪˈdæntɪkli/
pedantry|/ˈpedntri/
peddle|/ˈpedl/
peddler|/ˈpedlə(r)/
pederast|/ˈpedəræst/
pederasty|/ˈpedəræsti/
pedestal|/ˈpedɪstl/
pedestrian|/pəˈdestriən/
pedestrianize|/pəˈdestriənaɪz/
pediatric|/ˌpiːdiˈætrɪk/
pediatrician|/ˌpiːdiəˈtrɪʃn/
pediatrics|/ˌpiːdiˈætrɪks/
pedicab|/ˈpedɪkæb/
pedicure|/ˈpedɪkjʊə(r)/
pedigree|/ˈpedɪɡriː/
pediment|/ˈpedɪmənt/
pedlar|/ˈpedlə(r)/
pedometer|/pɪˈdɒmɪtə(r)/
pedophile|/ˈpiːdəfaɪl/
pedophilia|/ˌpiːdəˈfɪliə/
pee|/piː/
peek|/piːk/
peekaboo|/ˈpiːkəbuː/
peel|/piːl/
peeler|/ˈpiːlə(r)/
peelings|/ˈpiːlɪŋz/
peep|/piːp/
peeper|/ˈpiːpə(r)/
peephole|/ˈpiːphəʊl/
peeps|/piːps/
peer|/pɪə(r)/
peerage|/ˈpɪərɪdʒ/
peeress|/ˈpɪəres/
peerless|/ˈpɪələs/
peeve|/piːv/
peeved|/piːvd/
peevish|/ˈpiːvɪʃ/
peevishly|/ˈpiːvɪʃli/
peewee|/ˈpiːwiː/
peewit|/ˈpiːwɪt/
peg|/peɡ/
pegboard|/ˈpeɡbɔːd/
peyote|/peɪˈəʊti/
pejorative|/pɪˈdʒɒrətɪv/
pejoratively|/pɪˈdʒɒrətɪvli/
pekinese|/ˌpiːkɪˈniːz/
pelagic|/pəˈlædʒɪk/
pelican|/ˈpelɪkən/
pellagra|/pəˈlæɡrə/
pellet|/ˈpelɪt/
pellucid|/pəˈluːsɪd/
pelmanism|/ˈpelmənɪzəm/
pelmet|/ˈpelmɪt/
pelota|/pəˈlɒtə/
pelt|/pelt/
pelvic|/ˈpelvɪk/
pelvis|/ˈpelvɪs/
pemmican|/ˈpemɪkən/
pen|/pen/
penal|/ˈpiːnl/
penalize|/ˈpiːnəlaɪz/
penalty|/ˈpenəlti/
penance|/ˈpenəns/
penchant|/ˈpɒ̃ʃɒ̃/
pencil|/ˈpensl/
pendant|/ˈpendənt/
pendent|/ˈpendənt/
pending|/ˈpendɪŋ/
pendulous|/ˈpendʒələs/
pendulum|/ˈpendʒələm/
penelope|/pəˈneləpi/
penetrable|/ˈpenətrəbl/
penetrate|/ˈpenətreɪt/
penetrating|/ˈpenətreɪtɪŋ/
penetration|/ˌpenəˈtreɪʃn/
penetrative|/ˈpenətrətɪv/
penguin|/ˈpeŋɡwɪn/
penicillin|/ˌpenɪˈsɪlɪn/
penile|/ˈpiːnaɪl/
peninsula|/pəˈnɪnsjələ/
peninsular|/pəˈnɪnsjələ(r)/
penis|/ˈpiːnɪs/
penitence|/ˈpenɪtəns/
penitent|/ˈpenɪtənt/
penitential|/ˌpenɪˈtenʃl/
penitentiary|/ˌpenɪˈtenʃəri/
penknife|/ˈpennaɪf/
penlight|/ˈpenlaɪt/
penmanship|/ˈpenmənʃɪp/
pennant|/ˈpenənt/
penny|/ˈpeni/
penniless|/ˈpeniləs/
pennyworth|/ˈpeniwɜːθ/
pennsylvania|/ˌpenslˈveɪniə/
penology|/piːˈnɒlədʒi/
penologist|/piːˈnɒlədʒɪst/
pension|/ˈpenʃn/
pensionable|/ˈpenʃənəbl/
pensioner|/ˈpenʃənə(r)/
pensive|/ˈpensɪv/
pensively|/ˈpensɪvli/
penta|/pentə/
pentagon|/ˈpentəɡən/
pentagonal|/penˈtæɡənl/
pentagram|/ˈpentəɡræm/
pentahedron|/ˌpentəˈhiːdrən/
pentameter|/penˈtæmɪtə(r)/
pentathlon|/penˈtæθlən/
pentatonic|/ˌpentəˈtɒnɪk/
pentecost|/ˈpentɪkɒst/
pentecostal|/ˌpentɪˈkɒstl/
pentecostalism|/ˌpentɪˈkɒstəlizəm/
pentecostalist|/ˌpentɪˈkɒstəlɪst/
penthouse|/ˈpenthaʊs/
penultimate|/pəˈnʌltɪmət/
penumbra|/pəˈnʌmbrə/
penury|/ˈpenjəri/
penurious|/pəˈnjʊəriəs/
peon|/ˈpiːən/
peony|/ˈpiːəni/
people|/ˈpiːpl/
peoria|/piˈɔːriə/
pep|/pep/
pepper|/ˈpepə(r)/
peppercorn|/ˈpepəkɔːn/
peppery|/ˈpepəri/
peppermint|/ˈpepəmɪnt/
pepperoni|/ˌpepəˈrəʊni/
peppy|/ˈpepi/
pepsin|/ˈpepsɪn/
peptide|/ˈpeptaɪd/
per|/pə(r)/
perambulate|/pəˈræmbjuleɪt/
perambulation|/pəˌræmbjuˈleɪʃn/
perambulator|/pəˈræmbjuleɪtə(r)/
percale|/pəˈkeɪl/
perceive|/pəˈsiːv/
percentage|/pəˈsentɪdʒ/
percentile|/pəˈsentaɪl/
perceptible|/pəˈseptəbl/
perceptibly|/pəˈseptəbli/
perception|/pəˈsepʃn/
perceptive|/pəˈseptɪv/
perceptively|/pəˈseptɪvli/
perceptiveness|/pəˈseptɪvnəs/
perceptual|/pəˈseptʃuəl/
perch|/pɜːtʃ/
perchance|/pəˈtʃɑːns/
perched|/pɜːtʃt/
percipient|/pəˈsɪpiənt/
percolate|/ˈpɜːkəleɪt/
percolation|/ˌpɜːkəˈleɪʃn/
percolator|/ˈpɜːkəleɪtə(r)/
percussion|/pəˈkʌʃn/
percussionist|/pəˈkʌʃənɪst/
percussive|/pəˈkʌsɪv/
percutaneous|/ˌpɜːkjuːˈteɪniəs/
perdition|/pɜːˈdɪʃn/
peregrination|/ˌperəɡrɪˈneɪʃn/
peregrine|/ˈperɪɡrɪn/
peremptory|/pəˈremptəri/
peremptorily|/pəˈremptrəli/
perennial|/pəˈreniəl/
perennially|/pəˈreniəli/
perfect|/ˈpɜːfɪkt/
perfection|/pəˈfekʃn/
perfectionism|/pəˈfekʃənɪzəm/
perfectionist|/pəˈfekʃənɪst/
perfectly|/ˈpɜːfɪktli/
perfidy|/ˈpɜːfədi/
perfidious|/pəˈfɪdiəs/
perforate|/ˈpɜːfəreɪt/
perforation|/ˌpɜːfəˈreɪʃn/
perforce|/pəˈfɔːs/
perform|/pəˈfɔːm/
performance|/pəˈfɔːməns/
performative|/pəˈfɔːmətɪv/
performer|/pəˈfɔːmə(r)/
perfume|/ˈpɜːfjuːm/
perfumed|/ˈpɜːfjuːmd/
perfumery|/pəˈfjuːməri/
perfunctory|/pəˈfʌŋktəri/
perfunctorily|/pəˈfʌŋktrəli/
pergola|/ˈpɜːɡələ/
perhaps|/pəˈhæps/
pericardium|/ˌperiˈkɑːdiəm/
perigee|/ˈperɪdʒiː/
peril|/ˈperəl/
perilous|/ˈperələs/
perilously|/ˈperələsli/
perimeter|/pəˈrɪmɪtə(r)/
perinatal|/ˌperɪˈneɪtl/
perineum|/ˌperɪˈniːəm/
period|/ˈpɪəriəd/
periodic|/ˌpɪəriˈɒdɪk/
periodical|/ˌpɪəriˈɒdɪkl/
periodically|/ˌpɪəriˈɒdɪkli/
periodontal|/ˌperiəˈdɒntl/
periodontitis|/ˌperiədɒnˈtaɪtɪs/
peripatetic|/ˌperipəˈtetɪk/
peripheral|/pəˈrɪfərəl/
peripherally|/pəˈrɪfərəli/
periphery|/pəˈrɪfəri/
periphrasis|/pəˈrɪfrəsɪs/
periphrastic|/ˌperɪˈfræstɪk/
periscope|/ˈperɪskəʊp/
perish|/ˈperɪʃ/
perishable|/ˈperɪʃəbl/
perishables|/ˈperɪʃəblz/
perished|/ˈperɪʃt/
perisher|/ˈperɪʃə(r)/
perishing|/ˈperɪʃɪŋ/
peristalsis|/ˌperɪˈstælsɪs/
peritoneum|/ˌperɪtəˈniːəm/
peritonitis|/ˌperɪtəˈnaɪtɪs/
periwinkle|/ˈperiwɪŋkl/
perjure|/ˈpɜːdʒə(r)/
perjurer|/ˈpɜːdʒərə(r)/
perjury|/ˈpɜːdʒəri/
perk|/pɜːk/
perky|/ˈpɜːki/
perkiness|/ˈpɜːkinəs/
perlocution|/ˌpɜːləˈkjuːʃn/
perlocutionary|/ˌpɜːləˈkjuːʃənəri/
perm|/pɜːm/
permafrost|/ˈpɜːməfrɒst/
permanence|/ˈpɜːmənəns/
permanent|/ˈpɜːmənənt/
permanently|/ˈpɜːmənəntli/
permeability|/ˌpɜːmiəˈbɪləti/
permeable|/ˈpɜːmiəbl/
permeate|/ˈpɜːmieɪt/
permeation|/ˌpɜːmiˈeɪʃn/
permissible|/pəˈmɪsəbl/
permission|/pəˈmɪʃn/
permissive|/pəˈmɪsɪv/
permissiveness|/pəˈmɪsɪvnəs/
permit|/pəˈmɪt/
permutation|/ˌpɜːmjuˈteɪʃn/
pernicious|/pəˈnɪʃəs/
pernickety|/pəˈnɪkəti/
peroration|/ˌperəˈreɪʃn/
peroxide|/pəˈrɒksaɪd/
perp|/pɜːp/
perpendicular|/ˌpɜːpənˈdɪkjələ(r)/
perpetrate|/ˈpɜːpətreɪt/
perpetration|/ˌpɜːpəˈtreɪʃn/
perpetrator|/ˈpɜːpətreɪtə(r)/
perpetual|/pəˈpetʃuəl/
perpetually|/pəˈpetʃuəli/
perpetuate|/pəˈpetʃueɪt/
perpetuation|/pəˌpetʃuˈeɪʃn/
perpetuity|/ˌpɜːpəˈtjuːəti/
perplex|/pəˈpleks/
perplexed|/pəˈplekst/
perplexedly|/pəˈpleksɪdli/
perplexing|/pəˈpleksɪŋ/
perplexity|/pəˈpleksəti/
perquisite|/ˈpɜːkwɪzɪt/
perry|/ˌperi ˈkəʊməʊ/
persecute|/ˈpɜːsɪkjuːt/
persecution|/ˌpɜːsɪˈkjuːʃn/
persecutor|/ˈpɜːsɪkjuːtə(r)/
perseverance|/ˌpɜːsəˈvɪərəns/
persevere|/ˌpɜːsəˈvɪə(r)/
persevering|/ˌpɜːsəˈvɪərɪŋ/
persian|/ˈpɜːʃn/
persiflage|/ˈpɜːsɪflɑːʒ/
persimmon|/pəˈsɪmən/
persist|/pəˈsɪst/
persistence|/pəˈsɪstəns/
persistent|/pəˈsɪstənt/
persistently|/pəˈsɪstəntli/
persnickety|/pəˈsnɪkəti/
person|/ˈpɜːsn/
persona|/pəˈsəʊnə/
personable|/ˈpɜːsənəbl/
personage|/ˈpɜːsənɪdʒ/
personal|/ˈpɜːsənl/
personality|/ˌpɜːsəˈnæləti/
personalize|/ˈpɜːsənəlaɪz/
personalized|/ˈpɜːsənəlaɪzd/
personally|/ˈpɜːsənəli/
personals|/ˈpɜːsənlz/
personify|/pəˈsɒnɪfaɪ/
personification|/pəˌsɒnɪfɪˈkeɪʃn/
personnel|/ˌpɜːsəˈnel/
perspective|/pəˈspektɪv/
perspicacious|/ˌpɜːspɪˈkeɪʃəs/
perspicacity|/ˌpɜːspɪˈkæsəti/
perspiration|/ˌpɜːspəˈreɪʃn/
perspire|/pəˈspaɪə(r)/
persuadable|/pəˈsweɪdəbl/
persuade|/pəˈsweɪd/
persuader|/pəˈsweɪdə(r)/
persuasion|/pəˈsweɪʒn/
persuasive|/pəˈsweɪsɪv/
persuasively|/pəˈsweɪsɪvli/
persuasiveness|/pəˈsweɪsɪvnəs/
pert|/pɜːt/
pertain|/pəˈteɪn/
pertinacious|/ˌpɜːtɪˈneɪʃəs/
pertinacity|/ˌpɜːtɪˈnæsəti/
pertinence|/ˈpɜːtɪnəns/
pertinent|/ˈpɜːtɪnənt/
pertinently|/ˈpɜːtɪnəntli/
pertly|/ˈpɜːtli/
perturb|/pəˈtɜːb/
perturbation|/ˌpɜːtəˈbeɪʃn/
perturbed|/pəˈtɜːbd/
pertussis|/pəˈtʌsɪs/
peru|/pəˈruː/
perusal|/pəˈruːzl/
peruse|/pəˈruːz/
peruvian|/pəˈruːviən/
perv|/pɜːv/
pervade|/pəˈveɪd/
pervasive|/pəˈveɪsɪv/
pervasively|/pəˈveɪsɪvli/
pervasiveness|/pəˈveɪsɪvnəs/
perverse|/pəˈvɜːs/
perversely|/pəˈvɜːsli/
perversion|/pəˈvɜːʃn/
perversity|/pəˈvɜːsəti/
pervert|/pəˈvɜːt/
perverted|/pəˈvɜːtɪd/
peseta|/pəˈseɪtə/
pesky|/ˈpeski/
peso|/ˈpeɪsəʊ/
pessary|/ˈpesəri/
pessimism|/ˈpesɪmɪzəm/
pessimist|/ˈpesɪmɪst/
pessimistic|/ˌpesɪˈmɪstɪk/
pessimistically|/ˌpesɪˈmɪstɪkli/
pest|/pest/
pester|/ˈpestə(r)/
pesticide|/ˈpestɪsaɪd/
pestilence|/ˈpestɪləns/
pestilential|/ˌpestɪˈlenʃl/
pestle|/ˈpesl/
pet|/pet/
petal|/ˈpetl/
pete|/ˌpiːt ˈmɑːʃ/
peter|/ˈpiːtə(r)/
peterloo|/ˌpiːtəˈluː/
pethidine|/ˈpeθədiːn/
petiole|/ˈpetiəʊl/
petite|/pəˈtiːt/
petition|/pəˈtɪʃn/
petitioner|/pəˈtɪʃənə(r)/
petrel|/ˈpetrəl/
petrify|/ˈpetrɪfaɪ/
petrified|/ˈpetrɪfaɪd/
petro|/petrəʊ/
petrochemical|/ˌpetrəʊˈkemɪkl/
petrodollar|/ˈpetrəʊdɒlə(r)/
petrol|/ˈpetrəl/
petroleum|/pəˈtrəʊliəm/
petrology|/pəˈtrɒlədʒi/
petty|/ˈpeti/
petticoat|/ˈpetɪkəʊt/
pettifogging|/ˈpetɪfɒɡɪŋ/
pettiness|/ˈpetinəs/
petting|/ˈpetɪŋ/
pettish|/ˈpetɪʃ/
pettishly|/ˈpetɪʃli/
petulance|/ˈpetʃələns/
petulant|/ˈpetʃələnt/
petulantly|/ˈpetʃələntli/
petunia|/pəˈtjuːniə/
pew|/pjuː/
pewter|/ˈpjuːtə(r)/
pfc|/ˌpiː ef ˈsiː/
pfd|/ˌpiː ef ˈdiː/
pg|/ˌpiː ˈdʒiː/
ph|/ˌpiː ˈeɪtʃ/
phagocyte|/ˈfæɡəsaɪt/
phalanx|/ˈfælæŋks/
phallic|/ˈfælɪk/
phallus|/ˈfæləs/
phantasy|/ˈfæntəsi/
phantasm|/ˈfæntæzəm/
phantasmagoria|/ˌfæntæzməˈɡɒriə/
phantasmagorical|/ˌfæntæzməˈɡɒrɪkl/
phantom|/ˈfæntəm/
pharaoh|/ˈfeərəʊ/
pharyngeal|/fəˈrɪndʒiəl/
pharyngitis|/ˌfærɪnˈdʒaɪtɪs/
pharynx|/ˈfærɪŋks/
pharisee|/ˈfærɪsiː/
pharmaceutical|/ˌfɑːməˈsuːtɪkl/
pharmacy|/ˈfɑːməsi/
pharmacist|/ˈfɑːməsɪst/
pharmacology|/ˌfɑːməˈkɒlədʒi/
pharmacological|/ˌfɑːməkəˈlɒdʒɪkl/
pharmacologist|/ˌfɑːməˈkɒlədʒɪst/
pharmacopoeia|/ˌfɑːməkəˈpiːə/
phase|/feɪz/
phat|/fæt/
phatic|/ˈfætɪk/
pheasant|/ˈfeznt/
phenol|/ˈfiːnɒl/
phenology|/fəˈnɒlədʒi/
phenom|/fəˈnɒm/
phenomenal|/fəˈnɒmɪnl/
phenomenally|/fəˈnɒmɪnəli/
phenomenology|/fɪˌnɒmɪˈnɒlədʒi/
phenomenological|/fɪˌnɒmɪnəˈlɒdʒɪkl/
phenomenon|/fəˈnɒmɪnən/
phenotype|/ˈfiːnətaɪp/
pheromone|/ˈferəməʊn/
phew|/fjuː/
phi|/faɪ/
phial|/ˈfaɪəl/
phil|/fɪl/
philadelphia|/ˌfɪləˈdelfiə/
philanderer|/fɪˈlændərə(r)/
philandering|/fɪˈlændərɪŋ/
philanthropy|/fɪˈlænθrəpi/
philanthropic|/ˌfɪlənˈθrɒpɪk/
philanthropically|/ˌfɪlənˈθrɒpɪkli/
philanthropist|/fɪˈlænθrəpɪst/
philately|/fɪˈlætəli/
philatelic|/ˌfɪləˈtelɪk/
philatelist|/fɪˈlætəlɪst/
philharmonic|/ˌfɪlɑːˈmɒnɪk/
philia|/fɪliə/
philip|/ˌfɪlɪp ˈlɑːkɪn/
philippa|/ˈfɪlɪpə/
philippine|/ˈfɪlɪpiːn/
philistine|/ˈfɪlɪstaɪn/
philistinism|/ˈfɪlɪstɪnɪzəm/
phyllis|/ˈfɪlɪs/
philology|/fəˈlɒlədʒi/
philological|/ˌfɪləˈlɒdʒɪkl/
philologist|/fəˈlɒlədʒɪst/
philosopher|/fəˈlɒsəfə(r)/
philosophy|/fəˈlɒsəfi/
philosophical|/ˌfɪləˈsɒfɪkl/
philosophically|/ˌfɪləˈsɒfɪkli/
philosophize|/fəˈlɒsəfaɪz/
philosophizing|/fəˈlɒsəfaɪzɪŋ/
philtre|/ˈfɪltə(r)/
phylum|/ˈfaɪləm/
physical|/ˈfɪzɪkl/
physicality|/ˌfɪzɪˈkæləti/
physically|/ˈfɪzɪkli/
physician|/fɪˈzɪʃn/
physicist|/ˈfɪzɪsɪst/
physics|/ˈfɪzɪks/
physiognomy|/ˌfɪziˈɒnəmi/
physiology|/ˌfɪziˈɒlədʒi/
physiological|/ˌfɪziəˈlɒdʒɪkl/
physiologically|/ˌfɪziəˈlɒdʒɪkli/
physiologist|/ˌfɪziˈɒlədʒɪst/
physiotherapy|/ˌfɪziəʊˈθerəpi/
physiotherapist|/ˌfɪziəʊˈθerəpɪst/
physique|/fɪˈziːk/
phiz|/fɪz/
phlebitis|/fləˈbaɪtɪs/
